# step temp[K] press[bars] vol[A^3] density[gcc] enthalpy[eV] etotal[eV]
0 2432.18547902936 823324.874649078 301.594808344691 5.11656085970316 -243.988006795308 -398.971248513811
100 1787.12628443082 946746.218036452 295.331143622587 5.22507776503969 -221.249085338395 -395.763967620755
200 2124.3090129438 939814.749142189 295.432335827431 5.22328805864873 -223.165933758468 -396.462487904748
300 1726.63812446829 842138.453109463 300.681739232764 5.13209813074666 -242.520133761204 -400.564927674823
400 1682.38638760843 963646.852859048 293.23683978166 5.262395383251 -221.571191525281 -397.941746078996
500 1657.52162110513 935312.534319016 294.235426242551 5.24453568209714 -227.883836884407 -399.651480589926
600 1647.82428927326 804806.183938747 300.42644670636 5.13645921916584 -252.368174373374 -403.27855292906
700 1763.47041202855 971082.862534176 292.284861429094 5.27953512310275 -221.131459230352 -398.285986157921
800 1693.46875065426 923193.551918249 294.621175779971 5.23766897535756 -229.164903824063 -398.92920241329
900 1665.3288810009 796935.352306967 302.210658022943 5.10613425072842 -252.0203502287 -402.342338612897
1000 1684.12333166708 1013769.48710436 291.459249239766 5.29449038207287 -211.451598579604 -395.871039018044
1100 2067.21999459528 925718.364552584 295.012695316113 5.2307179194869 -227.094813020541 -397.549609873623
1200 2032.96820743431 756869.258653915 304.214683916084 5.0724973955951 -257.891062170694 -401.602283928847
1300 2144.48572743914 1009910.07417368 291.286784813985 5.29762513205519 -209.943530870966 -393.552177269977
1400 2498.30126506438 917555.087165753 295.226006246876 5.22693854611073 -226.496641418789 -395.57047560338
1500 2299.42727611501 748700.322478555 305.213512469626 5.05589735978577 -257.720096870103 -400.34698923235
1600 2520.50578331074 991910.446733525 292.362536374032 5.27813245501446 -212.09375477025 -393.095944019008
1700 2212.22931782486 919112.087934556 295.510591149769 5.22190485918673 -226.920014602981 -396.444006771408
1800 1564.61867762219 781902.122936054 303.54037175278 5.0837659022271 -254.119946115589 -402.255224014308
1900 1675.4498903506 1005259.65821728 291.133900674055 5.30040709204031 -213.750433120816 -396.417677015021
2000 1625.66562022281 937004.360009387 294.089795623638 5.24713272894699 -227.087247554456 -399.080421049148
2100 1804.015724824 780007.588950302 303.145840195184 5.0903822096736 -255.771965374379 -403.356239585715
2200 1920.37376086123 978296.634973004 292.081610472393 5.283208995494 -218.098955444331 -396.445383982409
2300 1873.91691313339 954707.266121052 293.868344601798 5.25108682242422 -221.247415187969 -396.358112339189
2400 2334.86997090564 765718.368683533 304.421121383584 5.06905757673006 -255.281296509234 -400.771412272791
2500 1939.48204349931 964149.676953755 293.633613973212 5.25528453975606 -217.592691466374 -394.294043692572
