# step temp[K] press[bars] vol[A^3] density[gcc] enthalpy[eV] etotal[eV]
0 2468.27666223014 366884.119683925 335.607086624804 4.59802028433112 -331.08763329844 -407.938660969878
100 2050.31673744877 315428.778382485 339.34318871022 4.54739698100693 -342.175741343076 -408.983990913134
200 1738.14413205136 358462.660657236 338.520953185586 4.55844218015107 -333.690270389625 -409.429192766235
300 2007.129531812 356710.679340229 335.232115646822 4.60316336007573 -335.08752176079 -409.7240400901
400 1941.52428616164 343552.945057584 336.052163086447 4.59193054344114 -339.377486345734 -411.436782135754
500 1587.95754683419 321978.656788763 336.456771738948 4.58640848240501 -345.129546999435 -412.745005990371
600 1866.13273608824 359015.689587004 332.295422549959 4.6438442637112 -337.716661653429 -412.177415679829
700 1756.3420700891 363185.82439379 333.480923556574 4.62733572705946 -336.581491224511 -412.17587432868
800 1781.97628241143 307088.673705692 339.538416199726 4.54478232282974 -347.553458444861 -412.632681553491
900 1983.73081728051 331793.856515879 337.261353905088 4.57546699020957 -341.390436225282 -411.233705843789
1000 1987.58977800616 394510.801664759 332.434844339692 4.64189665476012 -327.7049342715 -409.561793950662
1100 1979.61062635489 343329.463543046 337.650136552187 4.57019863111359 -338.159721900443 -410.514571848435
1200 1970.89220885788 306460.971139737 341.722105057402 4.5157400385524 -345.474197434453 -410.838087227997
1300 2473.63480821765 363179.363161469 335.530309083953 4.59907242382689 -332.821015575457 -408.878605968576
1400 2032.69365574238 400387.307217406 333.204247906777 4.63117802837212 -324.597144744108 -407.86559336559
1500 2015.18996795159 309809.088887969 341.819623108205 4.51445173871025 -343.233948626436 -409.330802499391
1600 2313.17075512444 283440.096319003 342.930813222196 4.49982367395571 -348.618558594408 -409.286245787706
1700 2023.89744724202 431789.099136357 332.245198867922 4.64454624814477 -317.108543066007 -406.649149304808
1800 1943.59723344832 382076.399021003 336.410026123556 4.58704578352656 -327.668448565583 -407.893274841495
1900 1817.36638829321 265970.345264551 347.061817434757 4.44626321406332 -353.533309294282 -411.147530580929
2000 1916.72507701735 351781.111458114 335.610276707721 4.59797657867912 -336.425466518655 -410.11357526136
2100 1282.29298802232 485259.950029249 325.99357518316 4.73361535115872 -309.647634613445 -408.383089791596
2200 1771.01993968586 277094.794890913 342.473374250304 4.505834052776 -353.797026579864 -413.027448068063
2300 1620.46142769848 272127.362887275 343.874035167072 4.48748097865659 -355.106425683567 -413.512933552969
2400 1812.01333934167 448796.973838855 326.342702775015 4.72855123998276 -317.182266211183 -408.596425287801
2500 1718.44145104129 431975.550511673 332.274634341151 4.64413479808925 -318.940068766133 -408.527275974942
2600 1948.43037526515 244534.61286337 351.328797766953 4.39226218196244 -356.85803911058 -410.480128530625
2700 2457.9489225688 327649.017813434 340.184129978079 4.53615573414774 -338.102203398309 -407.670691054341
2800 2429.57608220878 455959.475258225 329.422440143552 4.68434448847405 -311.140937224427 -404.890460417494
2900 1935.05337380911 307867.00171735 344.610491437754 4.47789092383118 -342.942621269236 -409.161417237897
3000 2014.25942812078 257538.434298777 347.016352007265 4.44684575507789 -354.687730493088 -410.468131698588
3100 1992.45319447586 456296.7956271 330.373818066657 4.67085497542294 -313.520573411549 -407.61040342897
3200 2396.56563051789 381844.947156224 334.236774354287 4.61687136266586 -329.638925428389 -409.297204925672
3300 1597.65123334639 263719.071065887 346.280143956487 4.45629996058922 -355.454999315712 -412.452888058161
3400 1922.29690484632 349454.610636498 336.649375218682 4.58378451129971 -337.633158387649 -411.060571870536
3500 1927.51953553402 440953.055461755 327.840092513825 4.70695386898431 -318.562402301237 -408.790969813515
3600 1950.63717213613 329566.035618773 339.087992292064 4.55081933581709 -341.243484878406 -410.993531359318
3700 2401.60969080674 261321.473771227 344.873924083098 4.47447047778046 -354.493669585721 -410.744002870887
3800 1875.00728300116 425760.04528041 333.733857452707 4.62382871083074 -318.071937694571 -406.757886003432
3900 2240.61017523184 401393.913467592 335.322794713615 4.60191855786017 -322.206037834134 -406.214590477983
4000 2191.19469335017 283710.194666358 345.538562367484 4.46586390037992 -347.367598693297 -408.554872875643
