# step temp[K] press[bars] vol[A^3] density[gcc] enthalpy[eV] etotal[eV]
0 248.83543270438 399073.775903094 321.69768690619 4.79682712893149 -218.505393071001 -298.634586460709
100 266.27897140826 401274.554333967 321.679696473706 4.79709539887686 -218.035400890181 -298.601978193476
200 245.317976850474 406212.631040882 321.500381396825 4.79977095256211 -216.919210451064 -298.431775270141
300 340.260101313277 400842.198850515 321.739698675586 4.79620077416083 -217.760862695303 -298.255644808649
400 302.903920453782 400716.885702394 321.63939674797 4.79769644971472 -217.583247636999 -298.027778800727
500 347.48794992779 396369.174809145 322.276095405943 4.78821797168164 -218.376180162722 -298.105417232899
600 318.329188486584 402648.638731002 321.886106089097 4.79401925921894 -217.120791005448 -298.015125957432
700 345.66451139611 402390.332327416 321.809768389327 4.79515646647257 -217.235986787525 -298.059254166861
800 318.929939368878 397133.194475821 322.311614961604 4.78769029794335 -218.40671810789 -298.298441189812
900 313.372444822764 398029.842041516 321.857334270705 4.79444781136552 -218.328139950099 -298.287385338901
1000 341.435222306332 403351.030914397 321.366535789859 4.80177000406529 -217.310874821652 -298.215521414726
1100 266.965543134705 400175.45043134 322.130182230566 4.79038685906688 -217.985226359644 -298.4436469966
1200 247.514692315136 400812.81470499 322.046209209094 4.79163594459272 -217.899306262176 -298.464866659654
1300 278.089868233525 408250.30276194 321.41481215604 4.80104878028137 -216.42472348885 -298.324373355688
1400 326.382758046754 394277.487038422 322.560747189046 4.78399248920926 -219.04088756968 -298.419433453315
1500 338.177011199545 384849.458157973 323.579244594869 4.76893440368268 -220.579916968803 -298.304997166585
1600 311.293398133382 409402.051277428 321.795971182639 4.79536206185224 -215.40890039164 -297.637001162675
1700 347.228908851347 415644.091727207 320.916331839411 4.80850626398882 -214.204279615269 -297.457889481484
1800 312.184478694622 386639.281125746 323.341252059183 4.77244453665836 -220.212068294139 -298.24119258504
1900 316.971717007228 392569.974714102 322.506745759239 4.78479353426645 -219.27593358012 -298.297480224844
2000 316.795005480463 414692.082846572 320.616189304452 4.81300771247328 -215.014960005769 -298.000196237229
2100 300.958886548364 402286.812332356 321.933722234452 4.79331019178637 -217.554656768832 -298.388254627737
2200 252.91558200533 388724.884158258 323.180430525377 4.77481940771458 -220.315722400748 -298.726731061899
2300 303.449772584424 404016.324690087 321.45120747496 4.80050519637985 -217.239592286462 -298.299035744298
2400 319.665070909907 409740.422239177 320.884169956822 4.80898821551017 -216.057130406263 -298.12000880198
2500 307.724413097323 387400.636277127 323.000206718195 4.77748360456141 -220.438328966851 -298.538641635444
2600 296.74902132608 390051.919883828 322.923012849591 4.77862564903317 -219.732203754434 -298.348224608973
2700 333.844467189674 414632.481782202 321.102137364163 4.80572382523899 -214.546487427286 -297.645556800025
2800 373.558533408598 411066.534210289 321.394356263557 4.80135435421489 -215.083832969799 -297.543202548623
2900 359.096204762852 386158.561277954 323.65074761118 4.76788081985204 -220.089831145969 -298.096534561022
3000 373.352504208016 388019.72556729 323.05387747954 4.77668989428505 -219.897685370493 -298.13580513012
3100 281.871496728672 414206.742256314 320.840627251705 4.80964086463872 -214.993381442533 -297.93951814932
3200 322.952867410635 409412.190995909 321.010018917595 4.80710289687952 -216.16168335406 -298.19098235869
3300 316.930728084283 378805.90872366 323.790768546277 4.7658189848781 -222.311768162235 -298.866290286049
3400 273.279586792234 384944.843833341 323.263907500463 4.77358639817813 -221.049477470243 -298.718057922971
3500 265.26178182943 430384.259533291 319.15458834035 4.83504937181261 -211.932892195519 -297.665713254569
3600 285.55333684612 418396.738884837 320.156869527961 4.81991279506607 -214.275138525149 -297.881776209622
3700 299.555850230655 364295.435581246 324.954149401601 4.74875669292967 -225.092730015378 -298.979292076542
3800 301.285337002592 386581.090056766 323.204076661786 4.77447007415354 -220.42962728758 -298.413909460426
3900 359.709718481796 434417.094319149 319.372728426747 4.83174690421339 -210.652307081113 -297.247618326738
4000 352.115876819076 408025.097048494 321.443728782608 4.80061688467326 -215.849016968994 -297.710852186371
4100 362.710724454981 364557.890641929 324.785395642585 4.75122407771155 -224.629566293175 -298.530961518211
4200 315.016444214813 394695.714899774 322.467614397544 4.78537416772564 -218.802696255762 -298.242499296603
4300 318.463171993927 440639.299281227 318.547520626755 4.84426370304172 -209.96483569416 -297.573508194815
4400 303.363750577582 401020.540900164 321.589936933269 4.79843432472305 -218.030076665742 -298.523187416666
4500 260.195704725844 357884.570024895 324.974291209025 4.74846236643863 -226.830769916491 -299.421576533918
4600 237.5158286545 400657.050078043 321.578847085244 4.79859980173718 -218.177432781838 -298.594810168582
4700 258.107847159099 444162.566921531 318.384822461354 4.84673917536829 -209.296792642145 -297.560863431656
4800 301.729837839753 396287.989952099 322.42083846441 4.78606841671761 -218.680180595707 -298.428888677327
4900 241.948345532512 370202.193418008 324.983955275663 4.74832116113912 -223.770538012088 -298.861998327921
5000 382.321833071167 412462.834291337 320.928733880938 4.80832044300093 -215.15489253757 -297.774488557148
5100 386.5725738493 422826.00202057 319.949293297215 4.82303985098239 -213.089959164035 -297.526898873342
5200 281.963056135712 380628.280746512 323.790558587057 4.76582207523269 -221.63922213555 -298.561985412221
5300 316.851881557736 377240.912676931 324.14454989996 4.76061742312919 -222.375044694271 -298.696589694784
5400 273.99338526323 421838.935719599 320.519232772748 4.81446363925443 -213.434845383323 -297.824731285731
5500 320.052103575963 420111.662476096 319.988286664688 4.82245212145264 -213.847452605611 -297.752572349646
5600 331.06166082783 374494.314421284 323.856879779515 4.76484610398488 -223.096314348847 -298.794940663517
5700 265.366224946095 385823.853467113 323.448870590299 4.77085663972141 -220.932154990417 -298.822630634477
5800 299.327508456444 430794.720450014 319.567977811667 4.82879480739319 -211.923263218934 -297.849000905234
5900 282.797190584218 415192.140372771 320.418809184694 4.81597255726844 -215.123671188883 -298.157825791131
6000 324.508793406573 363996.000542763 324.534771912982 4.75489323615493 -225.501116974291 -299.231669765063
6100 266.447034833518 387694.127181258 322.785898835172 4.78065552874138 -220.787504255035 -298.895126801815
6200 283.393909063502 428311.846476053 318.975933406997 4.83775743011047 -212.689280169096 -297.961515168781
6300 267.279346295976 405121.749395203 320.808325910159 4.81012513465211 -217.296547282109 -298.415219421707
6400 336.046456681981 371116.296034364 324.078202230742 4.76159205168456 -224.041538071828 -299.108612165942
6500 302.676090041747 393256.495924615 322.439625920852 4.78578954884692 -219.355084675759 -298.498348502733
