# step temp[K] press[bars] vol[A^3] density[gcc] enthalpy[eV] etotal[eV]
0 261.983509271539 719979.130750416 298.248726337806 5.17396406286183 -156.745863081044 -290.771582929083
100 255.141304543043 707774.875623353 299.206972050665 5.15739383106628 -158.995669172252 -291.172852790161
200 258.931099608182 686547.110404697 300.801640723069 5.1300524430543 -162.835484875278 -291.731706510919
300 294.978216403566 686229.432477367 300.834794330683 5.12948708376428 -162.64938138682 -291.500160425827
400 358.658972453872 703394.681190792 299.363206983986 5.15470223416156 -159.233083942895 -290.660855812445
500 364.023041862062 714352.331550355 298.8885488572 5.16288829989062 -157.14176979735 -290.405322065057
600 393.566201813122 704511.014266717 299.711498796137 5.14871200492629 -158.998373911621 -290.787881499745
700 297.73207359234 692097.550836714 300.295698724547 5.13869562041777 -161.446800775752 -291.166539901908
800 311.503647147478 689483.016319221 300.363167496263 5.13754134612833 -162.015958250245 -291.274690179292
900 317.673899791365 706453.876066671 299.352359319958 5.15488902566748 -158.935740570047 -290.930333270219
1000 295.836906028434 717824.542411057 298.743075309687 5.16540237883829 -156.922208002443 -290.768330032474
1100 277.089233849255 707742.139789431 299.120458973139 5.15888547765532 -158.850856288385 -290.983710370595
1200 307.491384168977 684739.310852512 300.467153112002 5.13576334678721 -163.202998669842 -291.616860286043
1300 260.937797946968 686388.278725885 300.527210106142 5.13473702205237 -162.902384542243 -291.65121742991
1400 291.66855704777 709025.717657986 299.021911395626 5.16058567301597 -158.531542679214 -290.860424873371
1500 294.3473439083 719672.193262705 298.734693797032 5.16554730303458 -156.346146809853 -290.533018411435
1600 335.689182445289 699622.737943801 299.993220626958 5.14387688042126 -159.889032412168 -290.887133045657
1700 380.409527824701 682725.874627487 301.00823667735 5.12653144943737 -162.96163810895 -291.228474912274
1800 311.366495618355 688145.981699093 300.504361616283 5.13512743564287 -161.941865492681 -291.010584781284
1900 337.103570520802 713653.532135053 299.030853274931 5.16043135671809 -157.297415726865 -290.493992169606
2000 305.739113768747 719931.88097388 298.651572180823 5.16698499391061 -156.382264668766 -290.580206104024
2100 264.071849214963 699584.584399133 299.648972398991 5.14978636339658 -160.376719483499 -291.217361461069
2200 259.985479257888 675209.649608769 301.237755449148 5.12262544768104 -165.053004281922 -292.004460195644
2300 275.385939764634 685749.310901643 300.504109866801 5.13513173763285 -163.114421895838 -291.733513652751
2400 268.174615394075 717758.144006676 298.452950646002 5.17042364140149 -157.061283781882 -290.765052329848
2500 303.332131316168 725792.219928492 298.162160856139 5.1754662209155 -155.489978960939 -290.558603813727
2600 254.600043323363 699237.426878781 299.887043097773 5.14569811328265 -160.33538982329 -291.215005377489
2700 281.598204464902 675229.398391742 301.190389882075 5.12343103798997 -164.670929510674 -291.606136562735
2800 319.815809248251 684809.670540689 300.933841853548 5.12779879578015 -162.799469371685 -291.426000277782
2900 355.237096460128 714759.96903178 298.69463162081 5.1662401278946 -157.1481521811 -290.401239869784
3000 361.024874337457 720507.08606353 298.458804779997 5.17032222588845 -156.134908302205 -290.353381574057
3100 329.329397189539 696393.453743009 300.021200757589 5.14339715983251 -160.709278464818 -291.114886206351
3200 303.128238752732 675500.382639171 301.180647139993 5.12359677329751 -164.637398272844 -291.61943950649
3300 285.623259842374 692083.536470422 300.247537888209 5.13951988655665 -161.57292660113 -291.269235240165
3400 292.838844518755 720410.80509398 298.463614224855 5.17023891127836 -156.343768277731 -290.546468551382
3500 292.092045726385 726730.35474032 297.922060654519 5.17963721275272 -155.25299696884 -290.387300102374
3600 271.491300223491 699862.857317987 299.539619435227 5.15166639650422 -160.315328746402 -291.160247479063
3700 268.67925492582 671491.91486412 301.300958374209 5.12155089115114 -165.71462343653 -291.993568040381
3800 264.123850046697 677498.035447927 300.921135634677 5.12801531408383 -164.677119745301 -291.924946821315
