# step temp[K] press[bars] vol[A^3] density[gcc] enthalpy[eV] etotal[eV]
0 1945.88911024395 278983.523607922 342.282594484304 4.50834549209566 -227.273444704267 -286.874371492853
100 1766.29015795885 297892.40128491 341.233893494667 4.52220081675514 -223.172644060527 -286.618203231395
200 1809.72828165162 316288.696075635 340.231332557758 4.53552640277231 -218.562500791782 -285.728212271616
300 2037.10006486992 278268.430539103 343.78378534599 4.48865902827002 -225.269044652315 -284.977930903624
400 2029.31635011199 284001.978759366 346.131691009114 4.4582112298567 -222.24460117511 -283.599941961792
500 2138.73152480893 302120.486349343 343.932454780529 4.48671874496643 -217.417105290417 -282.272032640566
600 2242.21322276048 327071.106217729 344.377561696206 4.48091967509601 -212.061994326029 -282.363830647148
700 2487.20569475849 249272.668989704 348.879307902992 4.42310035852054 -229.250877777604 -283.530837717261
800 2048.91093745414 291015.327973865 346.548519174284 4.45284889845412 -220.824768654377 -283.770973998396
900 2015.71653338322 325950.587305488 341.914613942841 4.51319753218882 -214.102108660536 -283.662028696186
1000 1803.31178417151 324725.178049293 342.530454698905 4.50508318515088 -215.197681705656 -284.620908728027
1100 1990.91214293999 276870.257938005 347.92285766799 4.43525959233949 -225.893979536226 -286.018124001624
1200 2020.78172637167 270697.424060733 347.574618064687 4.4397033375404 -227.404001380665 -286.128838362735
1300 2075.4476874923 336173.192521398 340.097784849951 4.53730738807058 -213.766421807382 -285.126698345243
1400 1957.2091865825 319722.924246198 340.390279116817 4.53340852115386 -217.447784430999 -285.37449252103
1500 1841.07986542879 277625.509624801 349.140664823408 4.4197893495065 -224.945708425163 -285.444882518866
1600 2381.73926628006 260545.503643944 349.638075272002 4.41350156348286 -226.662333038296 -283.520381084091
1700 2484.95731008735 358197.175795194 342.036729880044 4.51158620422816 -204.342492996874 -280.811340630861
1800 2407.54272513634 306057.209011906 345.867931069547 4.46161107534375 -215.381745219773 -281.451478279687
1900 2354.45162111222 234927.405327089 352.2980865258 4.38017761346289 -231.779079356052 -283.43660608248
2000 2149.89896838286 322138.306812156 343.18264200751 4.49652168547718 -214.273306605584 -283.274615277644
2100 1949.04787166071 356672.219495145 338.056957957091 4.56469880457834 -208.611164255109 -283.868494212409
2200 1760.34838763545 287841.250996071 346.413728396447 4.45458151733558 -224.084817524513 -286.320258466161
2300 2109.84578880188 247914.123755187 348.433400470592 4.42876081851505 -232.86741394737 -286.782548244189
2400 1963.48517317068 329580.716507345 339.497341458469 4.54533218209278 -215.377134048693 -285.214494071276
2500 1848.25852921544 339311.366296369 339.028379268 4.55161952871882 -213.154744428191 -284.954688181373
2600 1858.66401521022 258809.916206731 347.666878456651 4.43852517305161 -230.065615704067 -286.226491663252
2700 1640.56308763748 291883.936848909 346.691270476343 4.4510154228744 -222.069893113815 -285.229983714186
2800 2303.70684201052 350987.902536575 340.000665387321 4.53860344687333 -207.577498939181 -282.061253010805
2900 2487.98070207288 316540.891738773 345.547493674265 4.46574847196192 -213.306408958222 -281.575985865479
3000 2144.5033006294 232334.736356847 355.713325721647 4.33812309037208 -231.23242976414 -282.815112290164
3100 2174.63694539887 291514.639748921 347.109680475911 4.44565011771031 -218.931526412497 -282.087835007273
3200 2194.83021732274 389882.270817429 336.819093336495 4.58147481064703 -199.667698088879 -281.631072888534
3300 2267.17149844788 268278.647438895 346.242913109724 4.45677913811077 -227.286132167904 -285.263252924812
3400 1877.20766591973 254721.445839284 351.362647211533 4.39183904183503 -230.589893210609 -286.451155382186
3500 1909.79045542817 340656.101534529 340.817860589117 4.52772102142406 -212.268698990315 -284.733676301883
3600 2127.55912983396 341564.881971872 337.365620512136 4.57405289111434 -212.369533816675 -284.291852207686
3700 1700.37583696955 272398.84512353 347.387574202645 4.44209380663095 -226.965984205696 -286.02812500171
3800 1827.91197871742 249713.402924154 349.632901289918 4.41356687592323 -231.762132364089 -286.255517802803
3900 2357.86851338108 345028.070979071 338.624194607872 4.55705237971277 -211.096674645625 -284.019260048916
4000 2164.85995646082 340568.907002989 339.580062753765 4.54422494463424 -211.671673130335 -283.854988022331
4100 1623.54508847858 255144.75904945 351.648753453897 4.38826578143532 -229.610547214354 -285.610205473
4200 2104.6271373981 257313.607581227 349.052870536804 4.42090102136379 -228.700522816083 -284.759298709006
4300 2336.95059514151 363311.188335252 336.278462770849 4.5888403888585 -205.290001143692 -281.544850669215
4400 2188.57742672008 333835.083046162 342.11762257073 4.51051945313659 -211.312318690039 -282.597139646067
4500 1937.80575998801 199289.996465474 356.461802804205 4.32901416007739 -240.900124508049 -285.239353938094
4600 2305.14048893499 264490.565669068 345.803972295207 4.46243628036978 -227.610004138217 -284.696029456257
4700 1802.43836906263 445825.459435198 329.640669042868 4.6812433561268 -190.966626136743 -282.69322599922
4800 1733.03443045382 294524.852350287 343.98188895473 4.48607395161205 -223.863755396791 -287.097247496796
4900 1934.40569812157 175620.423892121 356.768210623164 4.32529621731361 -250.040116216875 -289.146784165676
5000 1768.96671356645 326388.632017803 340.01232275804 4.53844784021032 -216.752419650839 -286.018294474363
5100 1499.14375015727 413751.158912938 331.270930305048 4.65820586927185 -198.269000210643 -283.817459651835
5200 2035.08402876722 243695.880226873 348.033660978654 4.43384754085831 -233.419228834997 -286.356198863439
5300 1741.33430076156 219899.21112821 354.80214503545 4.34926398686777 -237.545738557623 -286.242440699922
5400 1815.56926676623 363329.37889633 338.552335241744 4.55801963606084 -206.496521316945 -283.270840305699
5500 2417.96167792155 373773.221357129 335.734784556294 4.59627141079681 -204.302764605643 -282.626639625185
5600 2071.69486396248 229122.864985976 350.927370131637 4.39728651340952 -235.528071894218 -285.713232172473
5700 1884.64920002248 245630.306936821 350.842574932693 4.39834929430147 -231.88922760186 -285.677040222518
5800 1765.04386357171 383010.550119775 338.089088374029 4.56426499680153 -202.860605346267 -283.682966507868
5900 2301.17996259302 309263.765537375 340.309586265751 4.53448346489152 -218.814648949125 -284.503681397805
6000 1865.75754417817 255677.550022988 348.337222001131 4.42998363195625 -230.841602764723 -286.429740215911
6100 1810.13941139941 281071.714269974 344.410598125596 4.48048985793227 -226.190980144722 -286.611337844332
6200 1670.56880919433 344637.384691417 335.486637457612 4.599671103327 -214.042127747353 -286.207233983968
6300 1632.18124545524 303893.380731013 339.241357071719 4.54876199407458 -223.748601915154 -288.094323428546
6400 1648.40579685766 253678.01469683 345.039369429987 4.47232498255316 -234.904966448057 -289.536214771351
6500 1540.82543002849 304027.15655525 340.406773552393 4.53318885450619 -223.72492334913 -288.320118344988
6600 1810.17775132652 346005.136477038 336.425063392623 4.58684075527756 -213.263420782328 -285.917588393363
6700 2121.26301373315 278200.132801424 344.831599758216 4.47501967032055 -226.01355396456 -285.889726687642
6800 1932.0714143603 245919.773032406 351.074335107018 4.39544574340852 -232.32442206427 -286.211194718232
6900 2020.79483723199 328224.477756618 342.389195843257 4.50694183870378 -214.124991569523 -284.267397849456
7000 2428.32212519979 334879.514565271 338.34962874475 4.56075036225398 -212.497385774953 -283.217658745741
7100 2297.89354823421 252809.492191654 348.118735497223 4.43276398112284 -230.349866150458 -285.279969508892
7200 1861.13618387358 266044.359450107 349.065501292897 4.42074105332826 -227.777015435053 -285.739984994024
7300 1598.9796362609 369828.987203374 337.912127545617 4.56665525169055 -206.141436117804 -284.141394233488
7400 2085.5401746118 320570.212244239 338.403645839626 4.56002236038979 -217.421549888211 -285.130774540447
